"NEWID","CUID","RBTMO","RBTMO_","RBTAMT","RBTAMT_","CHCKEFT","CHCKEFT_","HOWUSED","HOWUSED_","USDINTMO","USDINTYR"
1865615,186561,"07","D",600,"D","1","D","2","D","07","2008"
1865635,186563,"07","D",1200,"D","1","D","1","D","09","2008"
1865655,186565,"05","D",1800,"D","2","D","3","D","08","2008"
1865665,186566,"06","D",600,"D","1","D","3","D","08","2008"
1865685,186568,"07","D",1200,"D","1","D","2","D","07","2008"
1865705,186570,"06","D",1800,"D","1","D","3","D","07","2008"
1865714,186571,"05","D",600,"D","2","D","3","D","09","2008"
1865714,186571,"05","D",600,"D","2","D","3","D","09","2008"
1865734,186573,"05","D",160,"D","1","D","1","D","09","2008"
1865765,186576,"05","D",600,"D","1","D","1","D","07","2008"
1865775,186577,"05","D",279,"D","2","D","1","D","07","2008"
1865785,186578,"06","D",1800,"D","1","D","1","D","08","2008"
1865835,186583,"06","D",600,"D","1","D","2","D","07","2008"
1865875,186587,"05","D",1200,"D","2","D","3","D","07","2008"
1865935,186593,"07","D",600,"D","1","D","3","D","08","2008"
1865965,186596,"06","D",1200,"D","1","D","3","D","06","2008"
1865985,186598,"07","D",900,"D","1","D","3","D","09","2008"
1865995,186599,"06","D",1200,"D","2","D","3","D","08","2008"
1866015,186601,"07","D",1200,"D","2","D","1","D","09","2008"
1866025,186602,"05","D",600,"D","2","D","1","D","07","2008"
1866035,186603,"05","D",600,"D","1","D","3","D","07","2008"
1866075,186607,"06","D",1800,"D","1","D","2","D","07","2008"
1866085,186608,"06","D",900,"D","1","D","3","D","07","2008"
1866115,186611,"05","D",1200,"D","2","D","1","D","08","2008"
1866135,186613,"07","D",600,"D","1","D","3","D","09","2008"
1866155,186615,"07","D",300,"D","1","D","1","D","07","2008"
1866195,186619,"07","D",300,"D","2","D","3","D","08","2008"
1866205,186620,"05","D",600,"D","1","D","2","D","08","2008"
1866255,186625,"07","D",1200,"D","1","D","1","D","09","2008"
1866295,186629,"06","D",300,"D","2","D","3","D","07","2008"
1866295,186629,"06","D",300,"D","2","D","3","D","07","2008"
1866315,186631,"06","D",600,"D","1","D","3","D","06","2008"
1866335,186633,"06","D",1500,"D",,"C","3","D","07","2008"
1866345,186634,"05","D",1200,"D","2","D","2","D","07","2008"
1866364,186636,"05","D",600,"D","1","D",,"A","06","2008"
1866395,186639,"05","D",1200,"D",,"C",,"C","08","2008"
1866475,186647,"06","D",600,"D","1","D","1","D","07","2008"
1866485,186648,"05","D",600,"D","2","D","2","D","07","2008"
1866495,186649,"05","D",600,"D","2","D","1","D","07","2008"
1866505,186650,"06","D",600,"D","1","D","1","D","07","2008"
1866515,186651,"07","D",300,"D","1","D","3","D","09","2008"
1866515,186651,"07","D",300,"D","1","D","3","D","09","2008"
1866555,186655,"06","D",600,"D","1","D","3","D","07","2008"
1866565,186656,"07","D",300,"D","1","D","2","D","08","2008"
1866565,186656,"05","D",300,"D","1","D","2","D","08","2008"
1866625,186662,"06","D",600,"D","1","D","2","D","07","2008"
1866715,186671,"05","D",1200,"D","2","D","3","D","07","2008"
1866725,186672,"06","D",600,"D","1","D","1","D","09","2008"
1866734,186673,"05","D",600,"D","2","D","3","D","09","2008"
1866745,186674,"06","D",300,"D","2","D","3","D","08","2008"
1866755,186675,"05","D",600,"D","2","D","3","D","07","2008"
1866805,186680,"05","D",600,"D","2","D","3","D","07","2008"
1866865,186686,"06","D",600,"D","1","D","3","D","09","2008"
1866905,186690,"06","D",300,"D","1","D","3","D","08","2008"
1866915,186691,"06","D",900,"D","1","D","1","D","07","2008"
1866925,186692,"06","D",300,"D","1","D","2","D","09","2008"
1866985,186698,"06","D",1500,"D","1","D","3","D","08","2008"
1867004,186700,"05","D",1200,"D","2","D","3","D","09","2008"
1867025,186702,"06","D",900,"D","2","D","3","D","09","2008"
1867045,186704,"06","D",600,"D","1","D","1","D","07","2008"
1867065,186706,"07","D",1200,"D","1","D","1","D","08","2008"
1867115,186711,"05","D",1200,"D","2","D","3","D","07","2008"
1867125,186712,"07","D",1200,"D","1","D","2","D","08","2008"
1867145,186714,"06","D",300,"D","1","D","2","D","08","2008"
1867155,186715,"06","D",600,"D","1","D","3","D","07","2008"
1867164,186716,"05","D",1800,"D","2","D","3","D","09","2008"
1867194,186719,"05","D",1200,"D","2","D","1","D","09","2008"
1867204,186720,"05","D",600,"D","2","D","2","D","09","2008"
1867244,186724,"05","D",300,"D","1","D","1","D","09","2008"
1867275,186727,"05","D",1200,"D","2","D","1","D","07","2008"
1867284,186728,"05","D",600,"D","1","D","3","D","09","2008"
1867285,186728,"06","D",600,"D","1","D","3","D","09","2008"
1867305,186730,"07","D",600,"D","1","D","3","D","09","2008"
1867305,186730,"08","D",1200,"D","1","D","3","D","09","2008"
1867325,186732,"07","D",1500,"D","1","D","3","D","09","2008"
1867385,186738,"07","D",600,"D","1","D","3","D","07","2008"
1867404,186740,"05","D",365,"D","2","D","3","D","09","2008"
1867435,186743,"07","D",300,"D","1","D","1","D","09","2008"
1867435,186743,"07","D",300,"D",,"C","1","D","09","2008"
1867435,186743,"07","D",300,"D",,"C","1","D","09","2008"
1867465,186746,"06","D",600,"D","1","D","1","D","08","2008"
1867475,186747,"07","D",200,"D","1","D","3","D","09","2008"
1867505,186750,"05","D",1500,"D","2","D","3","D","07","2008"
1867515,186751,"05","D",1200,"D","2","D","1","D","07","2008"
1867525,186752,"06","D",600,"D","2","D","3","D","08","2008"
1867525,186752,"06","D",600,"D","2","D","3","D","08","2008"
1867545,186754,"06","D",600,"D","1","D","1","D","09","2008"
1867545,186754,"06","D",600,"D","1","D","1","D","09","2008"
1867575,186757,"06","D",1300,"D","2","D","2","D","08","2008"
1867645,186764,"07","D",600,"D","1","D","1","D","07","2008"
1867655,186765,"06","D",1200,"D","1","D","1","D","07","2008"
1867665,186766,"06","D",1200,"D",,"C","3","D","09","2008"
1867675,186767,"04","D",900,"D",,"C",,"C","07","2008"
1867705,186770,"05","D",600,"D","1","D","1","D","08","2008"
1867715,186771,"07","D",900,"D","1","D","2","D","08","2008"
1867735,186773,"06","D",1200,"D","1","D","1","D","09","2008"
1867745,186774,"06","D",1200,"D","1","D","1","D","07","2008"
1867815,186781,"05","D",600,"D","1","D","3","D","08","2008"
1867835,186783,"06","D",600,"D","1","D","1","D","09","2008"
1867864,186786,"05","D",1500,"D","2","D","3","D","09","2008"
1867915,186791,"06","D",1200,"D","1","D","3","D","08","2008"
1867915,186791,"06","D",900,"D","1","D","3","D","08","2008"
1867934,186793,"05","D",1200,"D","1","D","1","D","09","2008"
1867955,186795,"08","D",600,"D","1","D","1","D","09","2008"
1867965,186796,"06","D",600,"D",,"C","3","D","07","2008"
1868025,186802,"06","D",300,"D","1","D","1","D","08","2008"
1868035,186803,"07","D",600,"D","1","D","1","D","08","2008"
1868065,186806,"06","D",1200,"D","1","D","3","D","07","2008"
1868074,186807,"05","D",600,"D","2","D","2","D","09","2008"
1868095,186809,"06","D",300,"D","1","D","1","D","09","2008"
1868105,186810,"06","D",600,"D","1","D",,"C","09","2008"
1868135,186813,"06","D",600,"D","1","D","1","D","08","2008"
1868174,186817,"05","D",300,"D","2","D","3","D","09","2008"
1868185,186818,"06","D",1500,"D","1","D","1","D","08","2008"
1868224,186822,"05","D",600,"D","1","D","2","D","09","2008"
1868224,186822,"05","D",600,"D","1","D","2","D","09","2008"
1868235,186823,"05","D",300,"D","2","D","3","D","08","2008"
1868235,186823,"05","D",300,"D","2","D","3","D","08","2008"
1868265,186826,"05","D",600,"D","2","D","1","D","07","2008"
1868305,186830,"07","D",300,"D","1","D","1","D","09","2008"
1868315,186831,"05","D",600,"D","2","D","1","D","07","2008"
1868375,186837,"05","D",1300,"D","2","D","2","D","07","2008"
1868485,186848,"07","D",1200,"D","1","D","2","D","09","2008"
1868515,186851,"06","D",1500,"D","2","D","3","D","07","2008"
1868535,186853,"06","D",553,"D","1","D","2","D","08","2008"
1868535,186853,"07","D",600,"D","1","D","2","D","08","2008"
1868545,186854,"07","D",300,"D","1","D","1","D","08","2008"
1868545,186854,"07","D",600,"D","1","D","1","D","08","2008"
1868565,186856,"06","D",300,"D","1","D","3","D","08","2008"
1868575,186857,"06","D",399,"D","1","D",,"C","09","2008"
1868615,186861,"06","D",600,"D","1","D","3","D","07","2008"
1868625,186862,"06","D",600,"D","1","D","3","D","06","2008"
1868654,186865,"04","D",300,"D","2","D","2","D","09","2008"
1868685,186868,"05","D",900,"D","2","D","3","D","07","2008"
1868715,186871,"05","D",1200,"D","1","D","3","D","07","2008"
1868745,186874,"05","D",1600,"D","2","D","3","D","07","2008"
1868795,186879,"07","D",600,"D","1","D","3","D","07","2008"
1868805,186880,"06","D",600,"D","1","D","1","D","08","2008"
1868825,186882,"05","D",1500,"D","2","D","3","D","08","2008"
1868835,186883,"06","D",1200,"D","2","D","3","D","09","2008"
1868845,186884,"06","D",600,"D","1","D","2","D","08","2008"
1868875,186887,"06","D",1200,"D","1","D","1","D","09","2008"
1868895,186889,"06","D",600,"D","1","D","1","D","08","2008"
1868905,186890,"06","D",1200,"D","1","D","2","D","07","2008"
1868915,186891,"08","D",1200,"D","1","D","1","D","09","2008"
1868925,186892,"06","D",300,"D","1","D","3","D","09","2008"
1868935,186893,"07","D",300,"D","1","D","2","D","09","2008"
1868935,186893,"07","D",300,"D","1","D","2","D","09","2008"
1868954,186895,"05","D",600,"D","2","D","3","D","09","2008"
1868985,186898,"06","D",600,"D","2","D","3","D","08","2008"
1869015,186901,"06","D",900,"D","1","D","3","D","08","2008"
1869055,186905,"05","D",600,"D","2","D","3","D","08","2008"
1869055,186905,"05","D",600,"D","2","D","3","D","08","2008"
1869065,186906,"05","D",300,"D","2","D","3","D","07","2008"
1869065,186906,"05","D",300,"D","2","D","3","D","07","2008"
1869065,186906,"06","D",600,"D","2","D","3","D","07","2008"
1869084,186908,"05","D",300,"D","2","D","1","D","09","2008"
1869135,186913,"05","D",1500,"D","2","D","1","D","08","2008"
1869155,186915,"06","D",600,"D","2","D","2","D","07","2008"
1869234,186923,"05","D",1600,"D","2","D","3","D","09","2008"
1869274,186927,"05","D",600,"D","1","D","1","D","09","2008"
1869295,186929,"05","D",869,"D","1","D","3","D","08","2008"
1869314,186931,"05","D",600,"D","2","D","3","D","09","2008"
1869325,186932,"06","D",600,"D","1","D","1","D","07","2008"
1869355,186935,"05","D",2100,"D","2","D","3","D","08","2008"
1869375,186937,"05","D",1000,"D","1","D","3","D","08","2008"
1869415,186941,"05","D",1800,"D","1","D","1","D","08","2008"
1869425,186942,"05","D",600,"D","2","D","1","D","07","2008"
1869445,186944,"04","D",600,"D","1","D","3","D","07","2008"
1869475,186947,"06","D",600,"D","1","D","2","D","08","2008"
1869495,186949,"06","D",600,"D","1","D","3","D","09","2008"
1869505,186950,"06","D",1200,"D","1","D","1","D","08","2008"
1869585,186958,"07","D",600,"D","1","D","1","D","09","2008"
1869645,186964,"05","D",600,"D","1","D","3","D","07","2008"
1869655,186965,"06","D",1200,"D","1","D","1","D","09","2008"
1869665,186966,"07","D",1500,"D","1","D","3","D","07","2008"
1869685,186968,"06","D",300,"D","1","D","3","D","08","2008"
1869694,186969,"05","D",230,"D","1","D","3","D","09","2008"
1869705,186970,"06","D",600,"D","1","D","2","D","09","2008"
1869714,186971,"05","D",1500,"D","2","D","3","D","09","2008"
1869725,186972,"06","D",600,"D","1","D","1","D","08","2008"
1869765,186976,"06","D",1800,"D","2","D","1","D","09","2008"
1869814,186981,"05","D",600,"D","2","D","3","D","09","2008"
1869814,186981,"05","D",600,"D","2","D","3","D","09","2008"
1869815,186981,"06","D",1200,"D","2","D","3","D","09","2008"
1869825,186982,"08","D",1600,"D","1","D","1","D","09","2008"
1869835,186983,"05","D",1800,"D","2","D","2","D","08","2008"
1869845,186984,"05","D",428,"D","2","D","1","D","08","2008"
1869885,186988,"06","D",1800,"D","1","D","3","D","07","2008"
1869915,186991,"06","D",744,"D","1","D","1","D","07","2008"
1869925,186992,"05","D",300,"D","1","D","1","D","08","2008"
1869944,186994,"05","D",600,"D","1","D","3","D","09","2008"
1869945,186994,"06","D",900,"D","1","D","3","D","09","2008"
1869975,186997,"06","D",600,"D","1","D","3","D","07","2008"
1870015,187001,"07","D",1200,"D","1","D","2","D","09","2008"
1870025,187002,"07","D",600,"D","1","D","2","D","09","2008"
1870065,187006,"07","D",968,"D","1","D","2","D","09","2008"
1870165,187016,"06","D",600,"D","1","D","1","D","09","2008"
1870195,187019,"07","D",600,"D","1","D","3","D","08","2008"
1870205,187020,"06","D",2100,"D","1","D","1","D","09","2008"
1870215,187021,"05","D",1800,"D","2","D","2","D","07","2008"
1870225,187022,"06","D",300,"D","1","D","2","D","07","2008"
1870245,187024,"07","D",1500,"D","1","D","2","D","08","2008"
1870265,187026,"05","D",300,"D","1","D","2","D","07","2008"
1870265,187026,"06","D",300,"D","1","D","2","D","07","2008"
1870275,187027,"05","D",600,"D","1","D","2","D","08","2008"
1870305,187030,"05","D",1900,"D","2","D","3","D","08","2008"
1870315,187031,"06","D",1200,"D","1","D","2","D","08","2008"
1870325,187032,"07","D",300,"D","1","D","2","D","09","2008"
1870335,187033,"06","D",2100,"D","1","D","3","D","08","2008"
1870345,187034,"06","D",300,"D","1","D","2","D","09","2008"
1870355,187035,"04","D",500,"D","2","D","3","D","06","2008"
1870365,187036,"06","D",300,"D","1","D","3","D","09","2008"
1870375,187037,"06","D",600,"D","1","D","3","D","09","2008"
1870385,187038,"07","D",1800,"D","1","D","3","D","07","2008"
1870435,187043,"06","D",1500,"D","1","D","3","D","06","2008"
1870445,187044,"06","D",1500,"D","1","D","1","D","09","2008"
1870495,187049,"07","D",600,"D","1","D","1","D","08","2008"
1870515,187051,"05","D",900,"D","2","D","1","D","08","2008"
1870525,187052,"06","D",1200,"D","1","D","2","D","08","2008"
1870535,187053,"06","D",1800,"D","2","D","1","D","08","2008"
1870605,187060,"05","D",600,"D","2","D","3","D","07","2008"
1870605,187060,"07","D",600,"D","1","D","3","D","07","2008"
1870605,187060,"06","D",600,"D","1","D","3","D","07","2008"
1870634,187063,"05","D",1200,"D","1","D","3","D","09","2008"
1870645,187064,"05","D",600,"D","2","D","2","D","08","2008"
1870654,187065,"05","D",600,"D","1","D","1","D","09","2008"
1870655,187065,"08","D",300,"D","1","D","1","D","09","2008"
1870665,187066,"07","D",2100,"D","1","D","1","D","07","2008"
1870675,187067,"08","D",600,"D","1","D","2","D","09","2008"
1870695,187069,"07","D",300,"D","1","D","1","D","07","2008"
1870744,187074,"05","D",600,"D","1","D","1","D","09","2008"
1870765,187076,"07","D",600,"D","1","D","1","D","08","2008"
1870775,187077,"06","D",600,"D","1","D","1","D","09","2008"
1870815,187081,"06","D",492,"D","1","D","2","D","07","2008"
1870895,187089,"06","D",600,"D","1","D","2","D","07","2008"
1870935,187093,"06","D",300,"D","1","D","3","D","07","2008"
1871025,187102,"07","D",1500,"D","1","D","2","D","07","2008"
1871035,187103,"06","D",300,"D","1","D","1","D","09","2008"
1871085,187108,"05","D",800,"D","2","D","3","D","08","2008"
1871095,187109,"06","D",1200,"D","1","D","2","D","07","2008"
1871105,187110,"05","D",600,"D","1","D","3","D","07","2008"
1871115,187111,"06","D",1200,"D","2","D","1","D","07","2008"
1871135,187113,"06","D",600,"D","1","D","3","D","08","2008"
1871144,187114,"05","D",900,"D","1","D","3","D","09","2008"
1871155,187115,"05","D",290,"D","1","D","1","D","08","2008"
1871175,187117,"07","D",300,"D","1","D","3","D","08","2008"
1871185,187118,"04","D",750,"D","1","D","3","D","07","2008"
1871205,187120,"04","D",1200,"D","2","D","3","D","07","2008"
1871215,187121,"07","D",600,"D","1","D","3","D","09","2008"
1871224,187122,"05","D",600,"D","2","D","3","D","09","2008"
1871224,187122,"05","D",300,"D","2","D","3","D","09","2008"
1871224,187122,"05","D",300,"D","2","D","3","D","09","2008"
1871224,187122,"05","D",300,"D","2","D","3","D","09","2008"
1871224,187122,"05","D",300,"D","2","D","3","D","09","2008"
1871225,187122,"07","D",300,"D","2","D","3","D","09","2008"
1871255,187125,"06","D",1050,"D","1","D","3","D","07","2008"
1871265,187126,"07","D",2700,"D","1","D","1","D","07","2008"
1871274,187127,"05","D",300,"D","2","D","2","D","09","2008"
1871274,187127,"05","D",300,"D","2","D","2","D","09","2008"
1871295,187129,"08","D",1500,"D","1","D","2","D","09","2008"
1871305,187130,"06","D",1200,"D","1","D","3","D","08","2008"
1871315,187131,"06","D",600,"D","1","D","3","D","07","2008"
1871325,187132,"06","D",1500,"D","1","D","3","D","09","2008"
1871335,187133,"07","D",600,"D","1","D","1","D","07","2008"
1871395,187139,"06","D",353,"D","1","D","2","D","09","2008"
1871475,187147,"06","D",300,"D","1","D","3","D","09","2008"
1871485,187148,"06","D",750,"D","2","D","3","D","09","2008"
1871485,187148,"06","D",750,"D","2","D","3","D","09","2008"
1871505,187150,"06","D",2400,"D","1","D","2","D","07","2008"
1871515,187151,"05","D",1200,"D","1","D","2","D","07","2008"
1871545,187154,"05","D",600,"D","1","D","3","D","08","2008"
1871555,187155,"06","D",900,"D","1","D","2","D","08","2008"
1871565,187156,"06","D",1200,"D","1","D","2","D","07","2008"
1871595,187159,"05","D",1800,"D","2","D","1","D","07","2008"
1871605,187160,"09","D",600,"D","1","D","1","D","09","2008"
1871635,187163,"07","D",1200,"D","1","D","3","D","07","2008"
1871644,187164,"05","D",600,"D","1","D","2","D","09","2008"
1871665,187166,"07","D",600,"D","1","D","2","D","08","2008"
1871695,187169,"07","D",1200,"D","1","D","3","D","07","2008"
1871735,187173,"06","D",1200,"D","1","D","3","D","08","2008"
1871745,187174,"05","D",1200,"D","1","D","1","D","08","2008"
1871775,187177,"04","D",1500,"D","2","D","3","D","07","2008"
1871795,187179,"04","D",600,"D","2","D","3","D","07","2008"
1871814,187181,"05","D",1200,"D","2","D","3","D","09","2008"
1871834,187183,"05","D",1200,"D","2","D","3","D","09","2008"
1871845,187184,"05","D",1200,"D","2","D","3","D","08","2008"
1871925,187192,"06","D",600,"D","2","D",,"C","09","2008"
1871935,187193,"05","D",600,"D","2","D","1","D","08","2008"
1871945,187194,"06","D",1200,"D","1","D","1","D","07","2008"
1871985,187198,"07","D",600,"D","1","D","3","D","09","2008"
1872015,187201,"06","D",1800,"D","1","D","2","D","07","2008"
1872045,187204,"05","D",900,"D",,"C",,"C","07","2008"
1872055,187205,"06","D",600,"D","2","D","3","D","07","2008"
1872055,187205,"06","D",600,"D","2","D","3","D","07","2008"
1872055,187205,"06","D",600,"D","2","D","3","D","07","2008"
1872065,187206,"05","D",300,"D","2","D","3","D","08","2008"
1872065,187206,"07","D",600,"D","1","D","3","D","08","2008"
1872095,187209,"05","D",653,"D","2","D","3","D","07","2008"
1872105,187210,"06","D",600,"D","1","D","2","D","09","2008"
1872125,187212,"06","D",1200,"D","1","D","3","D","08","2008"
1872165,187216,"05","D",600,"D","1","D","1","D","07","2008"
1872175,187217,"05","D",300,"D","2","D","1","D","07","2008"
1872235,187223,"05","D",600,"D","2","D","3","D","07","2008"
1872235,187223,"05","D",600,"D","2","D","3","D","07","2008"
1872235,187223,"05","D",300,"D","2","D","3","D","07","2008"
1872235,187223,"05","D",300,"D","2","D","3","D","07","2008"
1872235,187223,"05","D",300,"D","2","D","3","D","07","2008"
1872265,187226,"05","D",2100,"D","2","D","1","D","07","2008"
1872274,187227,"04","D",1200,"D","2","D","3","D","09","2008"
1872325,187232,"05","D",1200,"D","2","D","2","D","08","2008"
1872335,187233,"06","D",300,"D","1","D","2","D","07","2008"
